unix_time,response_time
1527708854,1
,
1527708855,2
,
1527708856,1
,
1527708857,1
,
1527708858,1
,
1527708859,1
,
1527708860,2
,
1527708861,1
,
1527708862,1
,
1527708863,1
,
1527708864,1
,
1527708865,1
,
1527708866,1
,
1527708867,1
,
1527708868,1
,
1527708869,1
,
1527708870,1
,
1527708871,1
,
1527708872,1
,
1527708873,1
,
1527708874,2
,
1527708875,1
,
1527708876,1
,
1527708877,1
,
1527708878,1
,
1527708879,1
,
1527708880,1
,
1527708881,1
,
1527708882,1
,
1527708883,1
,
1527708884,1
,
1527708885,2
,
1527708886,1
,
1527708887,2
,
1527708888,1
,
1527708889,2
,
1527708890,1
,
1527708891,1
,
1527708892,2
,
1527708893,1
,
1527708894,1
,
1527708895,1
,
1527708896,1
,
1527708897,2
,
1527708898,1
,
1527708899,1
,
1527708900,1
,
1527708901,1
,
1527708902,1
,
1527708903,2
,
1527708904,1
,
1527708905,1
,
1527708906,1
,
1527708907,2
,
1527708908,1
,
1527708909,1
,
1527708910,1
,
1527708911,1
,
1527708912,1
,
1527708913,1
,
1527708914,1
,
1527708915,2
,
1527708916,1
,
1527708917,1
,
1527708918,2
,
1527708919,1
,
1527708920,1
,
1527708921,1
,
1527708922,2
,
1527708923,1
,
1527708924,2
,
1527708925,1
,
1527708926,2
,
1527708927,1
,
1527708928,2
,
1527708929,2
,
1527708930,1
,
1527708931,1
,
1527708932,1
,
1527708934,1
,
1527708935,1
,
1527708936,1
,
1527708937,2
,
1527708938,1
,
1527708939,2
,
1527708940,1
,
1527708941,1
,
1527708942,2
,
1527708943,1
,
1527708944,1
,
1527708945,1
,
1527708946,1
,
1527708947,1
,
1527708948,1
,
1527708949,2
,
1527708950,1
,
1527708951,2
,
1527708952,2
,
1527708953,1
,
1527708954,1
,
1527708955,1
,
1527708956,1
,
1527708957,1
,
1527708958,2
,
1527708959,1
,
1527708960,1
,
1527708961,2
,
1527708962,2
,
1527708963,1
,
1527708964,1
,
1527708965,2
,
1527708966,1
,
1527708967,2
,
1527708968,1
,
1527708969,1
,
1527708970,2
,
1527708971,1
,
1527708972,2
,
1527708973,1
,
1527708974,1
,
1527708975,1
,
1527708976,1
,
1527708977,2
,
1527708978,2
,
1527708979,1
,
1527708980,1
,
1527708981,1
,
1527708982,2
,
1527708983,1
,
1527708984,1
,
1527708985,1
,
1527708986,2
,
1527708987,1
,
1527708988,1
,
1527708989,1
,
1527708990,2
,
1527708991,2
,
1527708992,2
,
1527708993,1
,
1527708994,1
,
1527708995,1
,
1527708996,1
,
1527708997,2
,
1527708998,2
,
1527708999,2
,
1527709000,1
,
1527709001,2
,
1527709002,1
,
1527709003,1
,
1527709004,2
,
1527709005,2
,
1527709006,1
,
1527709007,1
,
1527709008,2
,
1527709009,2
,
1527709010,1
,
1527709011,2
,
1527709012,1
,
1527709013,1
,
1527709014,2
,
1527709015,1
,
1527709016,2
,
1527709017,1
,
1527709018,1
,
1527709019,1
,
1527709020,2
,
1527709021,1
,
1527709022,1
,
1527709023,1
,
1527709024,2
,
1527709025,1
,
1527709026,1
,
1527709027,1
,
1527709028,1
,
1527709029,1
,
1527709030,1
,
1527709031,1
,
1527709032,1
,
1527709033,1
,
1527709034,1
,
1527709035,2
,
1527709036,1
,
1527709037,2
,
1527709038,2
,
1527709039,1
,
1527709040,1
,
1527709041,2
,
1527709042,2
,
1527709043,2
,
1527709044,2
,
1527709045,2
,
1527709046,1
,
1527709047,2
,
1527709048,1
,
1527709049,1
,
1527709050,1
,
1527709051,1
,
1527709052,2
,
1527709053,1
,
1527709054,1
,
1527709055,1
,
1527709056,1
,
1527709057,2
,
1527709058,2
,
1527709059,2
,
1527709060,1
,
1527709061,2
,
1527709062,2
,
1527709063,1
,
1527709064,1
,
1527709065,1
,
1527709066,1
,
1527709067,1
,
1527709068,1
,
1527709069,1
,
1527709070,1
,
1527709071,1
,
1527709072,1
,
1527709073,2
,
1527709074,2
,
1527709075,2
,
1527709076,2
,
1527709077,1
,
1527709078,2
,
1527709079,1
,
1527709080,1
,
1527709081,2
,
1527709082,1
,
1527709083,1
,
1527709084,1
,
1527709085,1
,
1527709086,1
,
1527709087,1
,
1527709088,1
,
1527709089,1
,
1527709090,2
,
1527709091,1
,
1527709092,1
,
1527709093,1
,
1527709094,1
,
1527709095,1
,
1527709096,1
,
1527709097,1
,
1527709098,2
,
1527709099,1
,
1527709100,2
,
1527709101,2
,
1527709102,1
,
1527709103,1
,
1527709104,2
,
1527709105,1
,
1527709106,1
,
1527709107,1
,
1527709108,2
,
1527709109,1
,
1527709110,2
,
1527709111,1
,
1527709112,2
,
1527709113,1
,
1527709114,1
,
1527709115,2
,
1527709116,2
,
1527709117,2
,
1527709118,2
,
1527709119,1
,
1527709120,2
,
1527709121,1
,
1527709122,1
,
1527709123,2
,
1527709124,2
,
1527709125,2
,
1527709126,2
,
1527709127,1
,
1527709128,1
,
1527709129,1
,
1527709130,1
,
1527709131,1
,
1527709132,1
,
1527709133,1
,
1527709134,1
,
1527709135,1
,
1527709136,2
,
1527709137,2
,
1527709138,1
,
1527709139,1
,
1527709140,2
,
1527709141,1
,
1527709142,1
,
1527709143,1
,
1527709144,2
,
1527709145,2
,
1527709146,1
,
1527709147,2
,
1527709148,2
,
1527709149,2
,
1527709150,1
,
1527709151,2
,
1527709152,2
,
1527709153,2
,
1527709154,2
,
1527709155,2
,
1527709156,2
,
1527709157,2
,
1527709158,2
,
1527709159,1
,
1527709160,2
,
1527709161,2
,
1527709162,2
,
1527709163,2
,
1527709164,2
,
1527709165,2
,
1527709166,2
,
1527709167,2
,
1527709168,2
,
1527709169,2
,
1527709170,2
,
1527709172,2
,
1527709173,1
,
1527709174,2
,
1527709175,1
,
1527709176,2
,
1527709177,2
,
1527709178,2
,
1527709179,2
,
1527709180,1
,
1527709181,2
,
1527709182,2
,
1527709183,1
,
1527709184,2
,
1527709185,2
,
1527709186,2
,
1527709187,1
,
1527709188,2
,
1527709189,1
,
1527709190,2
,
1527709191,2
,
1527709192,3
,
1527709193,2
,
1527709194,2
,
1527709195,2
,
1527709196,2
,
1527709197,2
,
1527709198,1
,
1527709199,1
,
1527709200,1
,
1527709201,1
,
1527709202,1
,
1527709203,2
,
1527709204,1
,
1527709205,2
,
1527709206,1
,
1527709207,2
,
1527709208,2
,
1527709209,2
,
1527709210,1
,
1527709211,1
,
1527709212,1
,
1527709213,2
,
1527709214,1
,
1527709215,1
,
1527709216,1
,
1527709217,1
,
1527709218,2
,
1527709219,2
,
1527709220,2
,
1527709221,1
,
1527709222,2
,
1527709223,1
,
1527709224,1
,
1527709225,1
,
1527709226,1
,
1527709227,2
,
1527709228,1
,
1527709229,1
,
1527709230,1
,
1527709231,1
,
1527709232,1
,
1527709233,1
,
1527709234,1
,
1527709235,1
,
1527709236,1
,
1527709237,2
,
1527709238,1
,
1527709239,1
,
1527709240,2
,
1527709241,1
,
1527709242,1
,
1527709243,1
,
1527709244,2
,
1527709245,1
,
1527709246,1
,
1527709247,2
,
1527709248,1
,
1527709249,1
,
1527709250,1
,
1527709251,1
,
1527709252,1
,
1527709253,1
,
1527709254,2
,
1527709255,1
,
1527709256,2
,
1527709257,2
,
1527709258,1
,
1527709259,1
,
1527709260,1
,
1527709261,1
,
1527709262,1
,
1527709263,2
,
1527709264,1
,
1527709265,1
,
1527709266,1
,
1527709267,1
,
1527709268,2
,
1527709269,1
,
1527709270,2
,
1527709271,1
,
1527709272,1
,
1527709273,1
,
1527709274,1
,
1527709275,1
,
1527709276,1
,
1527709277,1
,
1527709278,1
,
1527709279,1
,
1527709280,1
,
1527709281,1
,
1527709282,2
,
1527709283,1
,
1527709284,2
,
1527709285,1
,
1527709286,2
,
1527709287,1
,
1527709288,1
,
1527709289,2
,
1527709290,1
,
1527709291,2
,
1527709292,1
,
1527709293,1
,
1527709294,2
,
1527709295,1
,
1527709296,2
,
1527709297,2
,
1527709298,1
,
1527709299,2
,
1527709300,2
,
1527709301,2
,
1527709302,2
,
1527709303,1
,
1527709304,1
,
1527709305,3
,
1527709306,2
,
1527709307,1
,
1527709308,1
,
1527709309,1
,
1527709310,2
,
1527709311,2
,
1527709312,1
,
1527709313,2
,
1527709314,2
,
1527709315,2
,
1527709316,1
,
1527709317,2
,
1527709318,1
,
1527709319,1
,
1527709320,1
,
1527709321,1
,
1527709322,1
,
1527709323,2
,
1527709324,1
,
1527709325,2
,
1527709326,1
,
1527709327,1
,
1527709328,1
,
1527709329,2
,
1527709330,1
,
1527709331,1
,
1527709332,1
,
1527709333,2
,
1527709334,2
,
1527709335,1
,
1527709336,2
,
1527709337,2
,
1527709338,1
,
1527709339,1
,
1527709340,1
,
1527709341,1
,
1527709342,1
,
1527709343,1
,
1527709344,2
,
1527709345,2
,
1527709346,2
,
1527709347,2
,
1527709348,2
,
1527709349,2
,
1527709350,2
,
1527709351,2
,
1527709352,2
,
1527709353,2
,
1527709354,2
,
1527709355,2
,
1527709356,1
,
1527709357,1
,
1527709358,2
,
1527709359,2
,
1527709360,2
,
1527709361,2
,
1527709362,1
,
1527709363,1
,
1527709364,1
,
1527709365,2
,
1527709366,1
,
1527709367,1
,
1527709368,2
,
1527709369,1
,
1527709370,2
,
1527709371,1
,
1527709372,2
,
1527709373,2
,
1527709374,1
,
1527709375,1
,
1527709376,2
,
1527709377,1
,
1527709378,1
,
1527709379,1
,
1527709380,1
,
1527709381,2
,
1527709382,1
,
1527709383,1
,
1527709384,2
,
1527709385,1
,
1527709386,2
,
1527709387,1
,
1527709388,2
,
1527709389,1
,
1527709390,1
,
1527709391,1
,
1527709392,1
,
1527709393,2
,
1527709395,2
,
1527709396,2
,
1527709397,2
,
1527709398,1
,
1527709399,2
,
1527709400,2
,
1527709401,1
,
1527709402,1
,
1527709403,2
,
1527709404,1
,
1527709405,2
,
1527709406,1
,
1527709407,2
,
1527709408,1
,
1527709409,1
,
1527709410,2
,
1527709411,2
,
1527709412,2
,
1527709413,2
,
1527709414,2
,
1527709415,2
,
1527709416,2
,
1527709417,2
,
1527709418,2
,
1527709419,2
,
1527709420,2
,
1527709421,2
,
1527709422,1
,
1527709423,1
,
1527709424,1
,
1527709425,1
,
1527709426,2
,
1527709427,1
,
1527709428,1
,
1527709429,2
,
1527709430,1
,
1527709431,2
,
1527709432,2
,
1527709433,1
,
1527709434,1
,
1527709435,1
,
1527709436,1
,
1527709437,2
,
1527709438,1
,
1527709439,1
,
1527709440,2
,
1527709441,1
,
1527709442,1
,
1527709443,1
,
1527709444,1
,
1527709445,2
,
1527709446,1
,
1527709447,1
,
1527709448,2
,
1527709449,2
,
1527709450,2
,
1527709451,1
,
1527709452,1
,
1527709453,2
,
1527709454,2
,
1527709455,1
,
1527709456,2
,
1527709457,1
,
1527709458,1
,
1527709459,2
,
1527709460,1
,
1527709461,1
,
1527709462,1
,
1527709463,2
,
1527709464,1
,
1527709465,1
,
1527709466,1
,
1527709467,1
,
1527709468,1
,
1527709469,1
,
1527709470,1
,
1527709471,1
,
1527709472,1
,
1527709473,1
,
1527709474,1
,
1527709475,1
,
1527709476,1
,
1527709477,1
,
1527709478,1
,
1527709479,1
,
1527709480,1
,
1527709481,1
,
1527709482,1
,
1527709483,1
,
1527709484,1
,
1527709485,2
,
1527709486,2
,
1527709487,2
,
1527709488,2
,
1527709489,1
,
1527709490,1
,
1527709491,1
,
1527709492,1
,
1527709493,1
,
1527709494,2
,
1527709495,1
,
1527709496,1
,
1527709497,1
,
1527709498,2
,
1527709499,1
,
1527709500,1
,
1527709501,1
,
1527709502,1
,
1527709503,1
,
1527709504,2
,
1527709505,2
,
1527709506,2
,
1527709507,1
,
1527709508,1
,
1527709509,2
,
1527709510,2
,
1527709511,1
,
1527709512,1
,
1527709513,2
,
1527709514,1
,
1527709515,2
,
1527709516,1
,
1527709517,1
,
1527709518,1
,
1527709519,2
,
1527709520,1
,
1527709521,2
,
1527709522,1
,
1527709523,2
,
1527709524,1
,
1527709525,2
,
1527709526,2
,
1527709527,2
,
1527709528,2
,
1527709529,2
,
1527709530,1
,
1527709531,1
,
1527709532,1
,
1527709533,2
,
1527709534,2
,
1527709535,2
,
1527709536,1
,
1527709537,2
,
1527709538,1
,
1527709539,1
,
1527709540,1
,
1527709541,1
,
1527709542,2
,
1527709543,2
,
1527709544,2
,
1527709545,2
,
1527709546,1
,
1527709547,2
,
1527709548,2
,
1527709549,2
,
1527709550,2
,
1527709551,1
,
1527709552,1
,
1527709553,2
,
1527709554,1
,
1527709555,2
,
1527709556,2
,
1527709557,2
,
1527709558,1
,
1527709559,1
,
1527709560,2
,
1527709561,1
,
1527709562,1
,
1527709563,1
,
1527709564,2
,
1527709565,1
,
1527709566,2
,
1527709567,1
,
1527709568,1
,
1527709569,2
,
1527709570,1
,
1527709571,2
,
1527709572,1
,
1527709573,2
,
1527709574,1
,
1527709575,2
,
1527709576,2
,
1527709577,1
,
1527709578,1
,
1527709579,1
